ID, Image, Latitude, Longitude, City, State, Country
5b0cfa7c45bb0c0004277e32, http://128.10.29.31/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7d45bb0c0004277e33, http://128.10.29.32/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7e45bb0c0004277e34, http://128.10.29.33/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7f45bb0c0004277e35, http://128.104.128.189/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa7f45bb0c0004277e36, http://128.104.138.26/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8045bb0c0004277e37, http://128.104.181.37/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8145bb0c0004277e38, http://128.104.200.113/nphMotionJpeg?Resolution, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8245bb0c0004277e39, http://128.104.217.185/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8345bb0c0004277e3a, http://128.111.184.53/axis-cgi/mjpg/video.cgi, 34.4329, -119.837, Santa Barbara, CA, USA
5b0cfa8445bb0c0004277e3b, http://128.112.240.176/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8545bb0c0004277e3c, http://128.112.240.93/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8645bb0c0004277e3d, http://128.112.32.247/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8745bb0c0004277e3e, http://128.112.33.7/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8845bb0c0004277e3f, http://128.112.64.67/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8945bb0c0004277e40, http://128.119.160.155/, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8945bb0c0004277e41, http://128.119.170.14/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8a45bb0c0004277e42, http://128.119.247.64/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8b45bb0c0004277e43, http://128.119.98.19/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8c45bb0c0004277e44, http://128.120.82.170/axis-cgi/mjpg/video.cgi, 38.4829, -121.64, Davis, CA, USA
5b0cfa8d45bb0c0004277e45, http://128.122.151.22/, 40.7317, -73.9885, New York, NY, USA
5b0cfa8e45bb0c0004277e46, http://128.122.151.227/, 40.7317, -73.9885, New York, NY, USA
5b0cfa8f45bb0c0004277e47, http://128.125.166.107/, 33.7866, -118.299, Los Angeles, CA, USA
5b0cfa9045bb0c0004277e48, http://128.125.166.83/axis-cgi/mjpg/video.cgi, 33.7866, -118.299, Los Angeles, CA, USA
5b0cfa9145bb0c0004277e49, http://128.135.156.197/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9245bb0c0004277e4a, http://128.135.156.247/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9445bb0c0004277e4b, http://128.135.17.122/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9545bb0c0004277e4c, http://128.135.244.15/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9645bb0c0004277e4d, http://128.135.244.16/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9745bb0c0004277e4e, http://128.135.244.18/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9845bb0c0004277e4f, http://128.135.244.19/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9945bb0c0004277e50, http://128.135.244.21/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9a45bb0c0004277e51, http://128.135.244.22/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9b45bb0c0004277e52, http://128.135.244.23/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9c45bb0c0004277e53, http://128.135.244.28/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9c45bb0c0004277e54, http://128.135.36.219/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9d45bb0c0004277e55, http://128.135.81.164/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9e45bb0c0004277e56, http://128.135.81.168/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9f45bb0c0004277e57, http://128.135.82.192/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfaa045bb0c0004277e58, http://128.135.89.83/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfaa145bb0c0004277e59, http://128.143.108.226/axis-cgi/mjpg/video.cgi, 38.0329, -78.5137, Charlottesville, VA, USA
5b0cfaa245bb0c0004277e5a, http://128.143.122.22/MJPEG.CGI, 38.0329, -78.5137, Charlottesville, VA, USA
5b0cfaa345bb0c0004277e5b, http://128.151.62.11/MJPEG.CGI, 43.1548, -77.6156, Rochester, NY, USA
5b0cfaa445bb0c0004277e5c, http://128.153.6.43/axis-cgi/mjpg/video.cgi, 44.6609, -74.9258, Potsdam, NY, USA
5b0cfaa545bb0c0004277e5d, http://128.171.83.191/axis-cgi/mjpg/video.cgi, 21.3267, -157.817, Honolulu, HI, USA
5b0cfaa645bb0c0004277e5e, http://128.174.15.234/axis-cgi/mjpg/video.cgi, 40.1095, -88.2123, Urbana, IL, USA
5b0cfaa745bb0c0004277e5f, http://128.178.6.160/axis-cgi/mjpg/video.cgi, 46.5333, 6.6667, Lausanne, Null, CH
5b0cfaa845bb0c0004277e60, http://128.178.6.161/axis-cgi/mjpg/video.cgi, 46.5333, 6.6667, Lausanne, Null, CH
5b0cfaa945bb0c0004277e61, http://128.187.50.247/axis-cgi/mjpg/video.cgi, 40.3563, -111.732, Provo, UT, USA
5b0cfaaa45bb0c0004277e62, http://128.194.59.236/axis-cgi/mjpg/video.cgi, 30.6521, -96.341, College Station, TX, USA
5b0cfaab45bb0c0004277e63, http://128.196.12.150/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaac45bb0c0004277e64, http://128.196.12.155/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaad45bb0c0004277e65, http://128.196.12.29/axis-cgi/mjpg/video.cgi, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaae45bb0c0004277e66, http://128.196.12.63/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaaf45bb0c0004277e67, http://128.197.26.35/, 42.3451, -71.0993, Boston, MA, USA
5b0cfab045bb0c0004277e68, http://128.208.252.2/axis-cgi/mjpg/video.cgi, 47.6606, -122.292, Seattle, WA, USA
5b0cfab145bb0c0004277e69, http://128.210.129.12/axis-cgi/mjpg/video.cgi, 40.4238, -86.9107, West Lafayette, IN, USA
5b0cfab245bb0c0004277e6a, http://128.210.133.200/axis-cgi/mjpg/video.cgi, 40.4238, -86.9107, West Lafayette, IN, USA
5b0cfab345bb0c0004277e6b, http://128.210.133.218/axis-cgi/mjpg/video.cgi, 40.4238, -86.9098, West Lafayette, IN, USA
5b0cfab445bb0c0004277e6c, http://128.210.133.219/axis-cgi/mjpg/video.cgi, 40.4238, -86.9098, West Lafayette, IN, USA
5b0cfab445bb0c0004277e6d, http://128.210.137.244/, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfab545bb0c0004277e6e, http://128.210.169.237/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfab645bb0c0004277e6f, http://128.210.72.31/axis-cgi/mjpg/video.cgi, 40.4265, -86.9131, West Lafayette, IN, USA
5b0cfab745bb0c0004277e70, http://128.223.108.30/axis-cgi/mjpg/video.cgi, 44.0364, -123.055, Eugene, OR, USA
5b0cfab845bb0c0004277e71, http://128.232.239.218/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfab945bb0c0004277e72, http://128.253.181.41/axis-cgi/mjpg/video.cgi, 42.4485, -76.4804, Ithaca, NY, USA
5b0cfabb45bb0c0004277e73, http://128.255.26.210/axis-cgi/mjpg/video.cgi, 41.664, -91.5447, Iowa City, IA, USA
5b0cfabb45bb0c0004277e74, http://128.46.160.229/axis-cgi/mjpg/video.cgi, 40.4102, -86.9173, West Lafayette, IN, USA
5b0cfabc45bb0c0004277e75, http://128.46.170.242/axis-cgi/mjpg/video.cgi, 40.4314, -86.914, West Lafayette, IN, USA
5b0cfabd45bb0c0004277e76, http://128.46.170.243/axis-cgi/mjpg/video.cgi, 40.4314, -86.914, West Lafayette, IN, USA
5b0cfabe45bb0c0004277e77, http://128.46.184.48/axis-cgi/mjpg/video.cgi, 40.4283, -86.9127, West Lafayette, IN, USA
5b0cfabf45bb0c0004277e78, http://128.46.184.49/axis-cgi/mjpg/video.cgi, 40.4283, -86.9127, West Lafayette, IN, USA
5b0cfac045bb0c0004277e79, http://128.46.190.179/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac145bb0c0004277e7a, http://128.46.193.69/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac245bb0c0004277e7b, http://128.46.207.194/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac345bb0c0004277e7c, http://128.46.207.40/MJPEG.CGI, 40.431, -86.9152, West Lafayette, IN, USA
5b0cfac445bb0c0004277e7d, http://128.46.207.59/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac545bb0c0004277e7e, http://128.46.207.84/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac645bb0c0004277e7f, http://128.46.71.10/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac645bb0c0004277e80, http://128.46.75.70/nphMotionJpeg?Resolution, 40.4289, -86.9117, West Lafayette, IN, USA
5b0cfac845bb0c0004277e81, http://128.46.75.76/nphMotionJpeg?Resolution, 40.429, -86.912, West Lafayette, IN, USA
5b0cfac945bb0c0004277e82, http://129.130.11.10/nphMotionJpeg?Resolution, 39.1023, -96.5246, Manhattan, KS, USA
5b0cfac945bb0c0004277e83, http://129.130.17.134/, 39.1023, -96.5246, Manhattan, KS, USA
5b0cfaca45bb0c0004277e84, http://129.130.82.191/axis-cgi/mjpg/video.cgi, 39.1023, -96.5246, Manhattan, KS, USA
5b0cfacb45bb0c0004277e85, http://129.137.3.21/axis-cgi/mjpg/video.cgi, 39.1668, -84.5382, Cincinnati, OH, USA
5b0cfacc45bb0c0004277e86, http://129.15.200.109/axis-cgi/mjpg/video.cgi, 35.2523, -97.4603, Norman, OK, USA
5b0cfacd45bb0c0004277e87, http://129.15.81.9, 35.2523, -97.4603, Norman, OK, USA
5b0cface45bb0c0004277e88, http://129.170.117.10/axis-cgi/mjpg/video.cgi, 43.7226, -72.1342, Hanover, NH, USA
5b0cfacf45bb0c0004277e89, http://129.173.213.208/axis-cgi/mjpg/video.cgi, 44.6224, -63.5736, Halifax, Null, CA
5b0cfad045bb0c0004277e8a, http://129.186.47.239/, 42.036, -93.4652, Ames, IA, USA
5b0cfad145bb0c0004277e8b, http://129.19.131.74/now.jpg?snap=spush, 40.0878, -105.373, Boulder, CO, USA
5b0cfad245bb0c0004277e8c, http://129.206.127.105/axis-cgi/mjpg/video.cgi, 49.4167, 8.7, Heidelberg, Null, DE
5b0cfad345bb0c0004277e8d, http://129.210.52.139/axis-cgi/mjpg/video.cgi, 37.1894, -121.705, Santa Clara, CA, USA
5b0cfad445bb0c0004277e8e, http://129.2.16.181/axis-cgi/mjpg/video.cgi, 38.8336, -76.8777, College Park, MD, USA
5b0cfad545bb0c0004277e8f, http://129.63.200.203/axis-cgi/mjpg/video.cgi, 42.6523, -71.3506, Lowell, MA, USA
5b0cfad645bb0c0004277e90, http://130.158.111.250/axis-cgi/mjpg/video.cgi, 36.0833, 140.117, Tsukuba, Null, JP
5b0cfad745bb0c0004277e91, http://130.160.85.22/axis-cgi/mjpg/video.cgi, 33.3072, -87.5859, Tuscaloosa, AL, USA
5b0cfad845bb0c0004277e92, http://130.160.99.15/MJPEG.CGI, 33.3072, -87.5859, Tuscaloosa, AL, USA
5b0cfad945bb0c0004277e93, http://130.194.155.69/, -34.2333, 140.567, Monash, Null, AU
5b0cfada45bb0c0004277e94, http://130.207.153.67/axis-cgi/mjpg/video.cgi, 33.7763, -84.398, Atlanta, GA, USA
5b0cfadb45bb0c0004277e95, http://130.207.153.71/axis-cgi/mjpg/video.cgi, 33.7763, -84.398, Atlanta, GA, USA
5b0cfadc45bb0c0004277e96, http://130.207.76.153/axis-cgi/mjpg/video.cgi, 33.7763, -84.398, Atlanta, GA, USA
5b0cfadd45bb0c0004277e97, http://130.215.28.199/axis-cgi/mjpg/video.cgi, 42.2857, -71.8292, Worcester, MA, USA
5b0cfade45bb0c0004277e98, http://130.230.72.143/axis-cgi/mjpg/video.cgi, 61.5, 23.75, Tampere, Null, FI
5b0cfadf45bb0c0004277e99, http://130.241.163.111/axis-cgi/mjpg/video.cgi, 57.7167, 11.9667, Gteborg, Null, SE
5b0cfae045bb0c0004277e9a, http://130.241.175.79/axis-cgi/mjpg/video.cgi, 57.7167, 11.9667, Gteborg, Null, SE
5b0cfae145bb0c0004277e9b, http://130.68.5.191/axis-cgi/mjpg/video.cgi, 40.8467, -74.2, Montclair, NJ, USA
5b0cfae245bb0c0004277e9c, http://130.82.102.72/axis-cgi/mjpg/video.cgi, 47, 8, , Null, CH
5b0cfae345bb0c0004277e9d, http://131.111.125.248/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae345bb0c0004277e9e, http://131.111.133.11/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae445bb0c0004277e9f, http://131.111.167.50/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae545bb0c0004277ea0, http://131.111.167.81/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae645bb0c0004277ea1, http://131.111.234.70/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae745bb0c0004277ea2, http://131.111.42.9/, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae845bb0c0004277ea3, http://131.111.48.34/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfae945bb0c0004277ea4, http://131.111.48.44/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfaea45bb0c0004277ea5, http://131.118.33.250/axis-cgi/mjpg/video.cgi, 39.0007, -76.973, Hyattsville, MD, USA
5b0cfaeb45bb0c0004277ea6, http://131.130.50.123/axis-cgi/mjpg/video.cgi, 48.2, 16.3667, Vienna, Null, AT
5b0cfaec45bb0c0004277ea7, http://131.251.157.6/axis-cgi/mjpg/video.cgi, 51.5, -3.2, Cardiff, Null, GB
5b0cfaed45bb0c0004277ea8, http://1.34.11.27/axis-cgi/mjpg/video.cgi, 25.0392, 121.525, Taipei, Null, TW
5b0cfaee45bb0c0004277ea9, http://134.197.163.248/, 40.5412, -119.587, Reno, NV, USA
5b0cfaef45bb0c0004277eaa, http://134.214.200.81/axis-cgi/mjpg/video.cgi, 45.7655, 4.8755, Villeurbanne, Null, FR
5b0cfaf045bb0c0004277eab, http://134.29.208.43/axis-cgi/mjpg/video.cgi, 44.9679, -93.0884, Saint Paul, MN, USA
5b0cfaf145bb0c0004277eac, http://134.71.66.231/axis-cgi/mjpg/video.cgi, 34.0659, -117.79, Pomona, CA, USA
5b0cfaf245bb0c0004277ead, http://134.76.252.198/axis-cgi/mjpg/video.cgi, 51.5333, 9.9333, Gttingen, Null, DE
5b0cfaf345bb0c0004277eae, http://134.95.225.126/cgi-bin/faststream.jpg, 51.45, 7.0167, , Null, DE
5b0cfaf445bb0c0004277eaf, http://137.110.119.4/, 32.8807, -117.236, La Jolla, CA, USA
5b0cfaf645bb0c0004277eb0, http://137.229.91.244/axis-cgi/mjpg/video.cgi, 64.8378, -147.716, Fairbanks, AK, USA
5b0cfaf745bb0c0004277eb1, http://137.99.46.148/axis-cgi/mjpg/video.cgi, 41.808, -72.251, Storrs Mansfield, CT, USA
5b0cfaf845bb0c0004277eb2, http://138.23.101.90/mjpeg, 33.7529, -116.056, Riverside, CA, USA
5b0cfaf945bb0c0004277eb3, http://138.23.101.91/mjpeg, 33.7529, -116.056, Riverside, CA, USA
5b0cfafa45bb0c0004277eb4, http://138.23.101.92/mjpeg, 33.7529, -116.056, Riverside, CA, USA
5b0cfafb45bb0c0004277eb5, http://138.25.6.37/axis-cgi/mjpg/video.cgi, -33.8615, 151.206, Sydney, Null, AU
5b0cfafc45bb0c0004277eb6, http://140.160.101.129/axis-cgi/mjpg/video.cgi, 48.7395, -122.481, Bellingham, WA, USA
5b0cfafd45bb0c0004277eb7, http://140.233.86.204/axis-cgi/mjpg/video.cgi, 43.9957, -73.1596, Middlebury, VT, USA
5b0cfafe45bb0c0004277eb8, http://140.247.38.165/axis-cgi/mjpg/video.cgi, 42.38, -71.1329, Cambridge, MA, USA
5b0cfaff45bb0c0004277eb9, http://141.211.175.226/axis-cgi/mjpg/video.cgi, 42.2923, -83.7145, Ann Arbor, MI, USA
5b0cfaff45bb0c0004277eba, http://141.213.21.87/axis-cgi/mjpg/video.cgi, 42.2923, -83.7145, Ann Arbor, MI, USA
5b0cfb0045bb0c0004277ebb, http://144.75.185.75/axis-cgi/mjpg/video.cgi, 37.8015, -79.5123, Lexington, VA, USA
5b0cfb0145bb0c0004277ebc, http://144.80.33.99/axis-cgi/mjpg/video.cgi, 40.64, -79.1294, Indiana, PA, USA
5b0cfb0245bb0c0004277ebd, http://144.92.116.78/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0345bb0c0004277ebe, http://144.92.207.90/MJPEG.CGI, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0445bb0c0004277ebf, http://144.92.230.77/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0545bb0c0004277ec0, http://144.92.251.25/, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0645bb0c0004277ec1, http://144.92.42.14/view2.cgi?profile=5, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0745bb0c0004277ec2, http://144.92.44.100/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0845bb0c0004277ec3, http://144.92.51.25/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0945bb0c0004277ec4, http://144.92.96.157/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0a45bb0c0004277ec5, http://146.151.24.8/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0c45bb0c0004277ec6, http://146.151.55.250/, 43.0761, -89.4104, Madison, WI, USA
5b0cfb0d45bb0c0004277ec7, http://146.186.123.229/axis-cgi/mjpg/video.cgi, 40.8077, -77.8614, University Park, PA, USA
5b0cfb0e45bb0c0004277ec8, http://146.186.221.252/axis-cgi/mjpg/video.cgi, 40.8077, -77.8614, University Park, PA, USA
5b0cfb0f45bb0c0004277ec9, http://146.186.29.200/axis-cgi/mjpg/video.cgi, 40.8077, -77.8614, University Park, PA, USA
5b0cfb1045bb0c0004277eca, http://146.186.65.36/axis-cgi/mjpg/video.cgi, 40.8077, -77.8614, University Park, PA, USA
5b0cfb1145bb0c0004277ecb, http://146.83.8.136/axis-cgi/mjpg/video.cgi, -33.45, -70.6667, Santiago, Null, CL
5b0cfb1245bb0c0004277ecc, http://147.134.38.233/axis-cgi/mjpg/video.cgi, 41.2917, -96.1711, Omaha, NE, USA
5b0cfb1345bb0c0004277ecd, http://147.134.40.120/axis-cgi/mjpg/video.cgi, 41.2917, -96.1711, Omaha, NE, USA
5b0cfb1345bb0c0004277ece, http://147.253.140.110/axis-cgi/mjpg/video.cgi, 29.0453, -81.3976, Deland, FL, USA
5b0cfb1445bb0c0004277ecf, http://147.8.231.110/nphMotionJpeg?Resolution, 22.2833, 114.15, Central District, Null, HK
5b0cfb1645bb0c0004277ed0, http://148.137.190.230/axis-cgi/mjpg/video.cgi, 41.053, -76.4701, Bloomsburg, PA, USA
5b0cfb1745bb0c0004277ed1, http://148.213.21.243/axis-cgi/mjpg/video.cgi, 19.2333, -103.717, Colima, Null, MX
5b0cfb1945bb0c0004277ed2, http://148.61.171.201/axis-cgi/mjpg/video.cgi, 42.9742, -85.9311, Allendale, MI, USA
5b0cfb1945bb0c0004277ed3, http://149.43.156.105/axis-cgi/mjpg/video.cgi, 42.8175, -75.5483, Hamilton, NY, USA
5b0cfb1a45bb0c0004277ed4, http://152.1.130.216/axis-cgi/mjpg/video.cgi, 35.7463, -78.7239, Raleigh, NC, USA
5b0cfb1b45bb0c0004277ed5, http://152.1.131.130/, 35.7463, -78.7239, Raleigh, NC, USA
5b0cfb1c45bb0c0004277ed6, http://152.3.114.18/axis-cgi/mjpg/video.cgi, 35.9954, -78.9019, Durham, NC, USA
5b0cfb1d45bb0c0004277ed7, http://155.247.171.2/axis-cgi/mjpg/video.cgi, 39.9774, -75.1452, Philadelphia, PA, USA
5b0cfb1e45bb0c0004277ed8, http://155.247.171.3/axis-cgi/mjpg/video.cgi, 39.9774, -75.1452, Philadelphia, PA, USA
5b0cfb1f45bb0c0004277ed9, http://155.41.140.126/, 42.3451, -71.0993, Boston, MA, USA
5b0cfb2045bb0c0004277eda, http://157.157.121.205/, 64.136, -21.9203, Reykjavk, Null, IS
5b0cfb2145bb0c0004277edb, http://157.157.215.231/axis-cgi/mjpg/video.cgi, 65, -18, , Null, IS
5b0cfb2245bb0c0004277edc, http://157.157.79.9/, 64.136, -21.9203, Reykjavk, Null, IS
5b0cfb2345bb0c0004277edd, http://157.228.175.40/axis-cgi/mjpg/video.cgi, 54.9119, -1.3833, Sunderland, Null, GB
5b0cfb2445bb0c0004277ede, http://157.242.44.60/axis-cgi/mjpg/video.cgi, 33.9571, -118.404, Los Angeles, CA, USA
5b0cfb2545bb0c0004277edf, http://158.142.178.131/axis-cgi/mjpg/video.cgi, 38.3403, -104.52, Pueblo, CO, USA
5b0cfb2645bb0c0004277ee0, http://158.39.101.247/axis-cgi/mjpg/video.cgi, 62, 10, , Null, NO
5b0cfb2745bb0c0004277ee1, http://160.26.142.170/, 36.6953, 137.211, Toyama, Null, JP
5b0cfb2845bb0c0004277ee2, http://161.115.4.53/axis-cgi/mjpg/video.cgi, 37.3483, -79.1571, Lynchburg, VA, USA
5b0cfb2945bb0c0004277ee3, http://161.53.240.140/axis-cgi/mjpg/video.cgi, 45.8, 16, Zagreb, Null, HR
5b0cfb2a45bb0c0004277ee4, http://161.72.130.241/axis-cgi/mjpg/video.cgi, 43.359, -2.6664, Islas, Null, ES
5b0cfb2b45bb0c0004277ee5, http://161.72.5.26/axis-cgi/mjpg/video.cgi, 43.359, -2.6664, Islas, Null, ES
5b0cfb2c45bb0c0004277ee6, http://163.1.225.160/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb2d45bb0c0004277ee7, http://163.1.225.161/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb2e45bb0c0004277ee8, http://163.1.225.162/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb2f45bb0c0004277ee9, http://163.1.225.163/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb3045bb0c0004277eea, http://163.1.225.164/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb3145bb0c0004277eeb, http://163.1.225.165/nphMotionJpeg?Resolution, 51.75, -1.25, Oxford, Null, GB
5b0cfb3245bb0c0004277eec, http://164.54.143.12/, 41.6815, -87.9706, Lemont, IL, USA
5b0cfb3345bb0c0004277eed, http://168.170.186.230/, 43.1499, -75.5848, Verona, NY, USA
5b0cfb3445bb0c0004277eee, http://173.85.231.204/, 48.3432, -116.454, Sandpoint, ID, USA
